1,100001,200001,300001,400001,500001,600001,700001,800001
24.30000000000001,24.30000000000001,24.30000000000001,24.30000000000001,24.30000000000001,24.30000000000001,-13.499999999999996,-13.499999999999996,24.30000000000001
26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6,26.6
21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001
22.200000000000014,22.200000000000014,22.200000000000014,22.200000000000014,22.200000000000014,22.200000000000014,-13.599999999999994,-13.599999999999994,22.200000000000014
21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007,21.000000000000007
27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002,27.400000000000002
-25.69999999999999,-25.69999999999999,-25.69999999999999,-25.69999999999999,-25.69999999999999,-25.69999999999999,-17.89999999999999,-17.89999999999999,-25.69999999999999
10.90000000000003,10.90000000000003,10.90000000000003,10.90000000000003,10.90000000000003,10.90000000000003,-25.099999999999984,-25.099999999999984,10.90000000000003
20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002,20.900000000000002
25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6,25.6
21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003,21.700000000000003
20.700000000000006,20.700000000000006,20.700000000000006,20.700000000000006,20.700000000000006,20.700000000000006,-14.599999999999996,-14.599999999999996,20.700000000000006
22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001,22.40000000000001
23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006,23.400000000000006
15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015,15.400000000000015
19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002,19.90000000000002
18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001,18.70000000000001
20.6,20.6,20.6,20.6,20.6,20.6,-15.899999999999997,-15.899999999999997,20.6
15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017,15.700000000000017
14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021,14.000000000000021
22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002,22.900000000000002
21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016
19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6,19.6
23.90000000000002,23.90000000000002,23.90000000000002,23.90000000000002,23.90000000000002,23.80000000000002,23.80000000000002,23.80000000000002,23.80000000000002
27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001,27.60000000000001
14.600000000000003,14.600000000000003,14.600000000000003,14.600000000000003,14.600000000000003,14.600000000000003,-24.4,-24.4,14.600000000000003
17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002,17.30000000000002
