"[[1.1577179431915283, 0.2725774049758911, 0.08506057411432266, 0.03541770204901695, -1.4546257257461548], [1.563822865486145, -0.33180078864097595, -0.17497460544109344, -0.216813325881958, -1.8028420209884644], [-0.050595346838235855, 1.3365325927734375, 1.1387004852294922, -0.32192444801330566, 1.2577297687530518], [-1.2976468801498413, 0.4686439037322998, -0.08168023824691772, 1.3725545406341553, -0.08294989168643951], [2.0426981449127197, 0.19853980839252472, 0.6211776733398438, 1.5904746055603027, 1.5666776895523071]]"
"[[1.1865942478179932, 0.256780743598938, 0.05761626362800598, 0.0038735184352844954, -1.4754165410995483], [1.607993721961975, -0.3727894723415375, -0.22147290408611298, -0.2603536546230316, -1.844752550125122], [-0.020841242745518684, 1.3226447105407715, 1.112550973892212, -0.29218024015426636, 1.2876063585281372], [-1.2354393005371094, 0.5309799313545227, -0.019786404445767403, 1.310163140296936, -0.020414987578988075], [2.0687811374664307, 0.1777614951133728, 0.5939833521842957, 1.555187463760376, 1.5609773397445679]]"
"[[1.2230336666107178, 0.22272558510303497, 0.04929618909955025, -0.031759895384311676, -1.5078229904174805], [1.6514537334442139, -0.4164429008960724, -0.2641153633594513, -0.303305983543396, -1.8882564306259155], [0.014625506475567818, 1.2896379232406616, 1.1161483526229858, -0.2567266523838043, 1.3210341930389404], [-1.21598219871521, 0.5492273569107056, 0.000537935527972877, 1.2911397218704224, -0.001477300189435482], [2.105681896209717, 0.14271427690982819, 0.5890881419181824, 1.520363688468933, 1.533582329750061]]"
"[[1.2622233629226685, 0.1892537921667099, 0.02677476964890957, -0.06782911717891693, -1.5452617406845093], [1.6847660541534424, -0.44957441091537476, -0.29757872223854065, -0.33592844009399414, -1.9224780797958374], [0.04917857050895691, 1.262534737586975, 1.1057472229003906, -0.22218681871891022, 1.3549811840057373], [-1.1861634254455566, 0.5774185657501221, 0.031009119004011154, 1.2620433568954468, 0.027564218267798424], [2.146853446960449, 0.10949073731899261, 0.572608470916748, 1.4872870445251465, 1.4961663484573364]]"
"[[1.3055000305175781, 0.16209758818149567, -0.01911049894988537, -0.11427300423383713, -1.5706990957260132], [1.712929606437683, -0.47549447417259216, -0.32745611667633057, -0.36477571725845337, -1.9476182460784912], [0.08088415861129761, 1.2507871389389038, 1.0825427770614624, -0.19060856103897095, 1.375838041305542], [-1.1401870250701904, 0.6207980513572693, 0.07690487056970596, 1.2171907424926758, 0.07353711873292923], [2.1897895336151123, 0.08029580861330032, 0.5280004739761353, 1.4286881685256958, 1.4851398468017578]]"
"[[1.3516745567321777, 0.1168358102440834, -0.05381494387984276, -0.15027591586112976, -1.6101161241531372], [1.7349348068237305, -0.4996158480644226, -0.3483414053916931, -0.385383278131485, -1.970031499862671], [0.11881255358457565, 1.2228188514709473, 1.0787248611450195, -0.15269684791564941, 1.4022061824798584], [-1.1153550148010254, 0.6322600841522217, 0.10198447108268738, 1.1981428861618042, 0.09755504876375198], [2.2368831634521484, 0.03540090098977089, 0.4964052736759186, 1.3958680629730225, 1.4422974586486816]]"
"[[1.3907755613327026, 0.08748327940702438, -0.09950236976146698, -0.1839079111814499, -1.6442207098007202], [1.765947699546814, -0.5291358828544617, -0.38175874948501587, -0.41515591740608215, -2.000514507293701], [0.15999042987823486, 1.20596182346344, 1.0468693971633911, -0.11148091405630112, 1.4313231706619263], [-1.0941543579101562, 0.6285616755485535, 0.12298901379108429, 1.187486171722412, 0.11842609196901321], [2.2765696048736572, 0.00509115494787693, 0.4520407021045685, 1.3654232025146484, 1.4098531007766724]]"
"[[1.428579330444336, 0.05869366228580475, -0.13931678235530853, -0.2194129079580307, -1.6822258234024048], [1.79947829246521, -0.5610849261283875, -0.41680586338043213, -0.4481009542942047, -2.034724712371826], [0.19829915463924408, 1.1881968975067139, 1.016957402229309, -0.07315671443939209, 1.4604848623275757], [-1.0573666095733643, 0.6313367486000061, 0.15990537405014038, 1.1644749641418457, 0.15456725656986237], [2.3179500102996826, -0.02300250716507435, 0.416268914937973, 1.3333218097686768, 1.3700134754180908]]"
"[[1.4700664281845093, 0.017591211944818497, -0.168656587600708, -0.26002004742622375, -1.7138830423355103], [1.808363914489746, -0.5723986625671387, -0.42288872599601746, -0.457383930683136, -2.0429816246032715], [0.23558121919631958, 1.1592625379562378, 1.0299696922302246, -0.035924702882766724, 1.4694476127624512], [-1.0164785385131836, 0.6018095016479492, 0.20147819817066193, 1.151815414428711, 0.19533759355545044], [2.3601033687591553, -0.06472013145685196, 0.38868242502212524, 1.2874494791030884, 1.3409489393234253]]"
"[[1.51322340965271, -0.023729415610432625, -0.20406091213226318, -0.3010695278644562, -1.7483457326889038], [1.8145527839660645, -0.5810508728027344, -0.42648521065711975, -0.463700532913208, -2.0488431453704834], [0.2602998912334442, 1.132384181022644, 1.0331108570098877, -0.01131217647343874, 1.4918804168701172], [-0.9280204772949219, 0.6209776997566223, 0.29028743505477905, 1.082297444343567, 0.2837250530719757], [2.4054324626922607, -0.10612045228481293, 0.35445481538772583, 1.2403236627578735, 1.3072394132614136]]"
"[[1.5436729192733765, -0.04960936680436134, -0.2389300912618637, -0.327523410320282, -1.7719305753707886], [1.8179947137832642, -0.5853244066238403, -0.43004822731018066, -0.46635326743125916, -2.0515215396881104], [0.27787837386131287, 1.1205024719238281, 1.0240910053253174, 0.006236733868718147, 1.5064371824264526], [-0.8469778895378113, 0.6482261419296265, 0.3708164095878601, 1.0118948221206665, 0.3648975193500519], [2.436073064804077, -0.13315902650356293, 0.3175967037677765, 1.2116892337799072, 1.2864010334014893]]"
"[[1.5860693454742432, -0.08263497799634933, -0.2896205484867096, -0.3665612041950226, -1.8090521097183228], [1.841015338897705, -0.6069203019142151, -0.45528119802474976, -0.48837459087371826, -2.0738987922668457], [0.30081504583358765, 1.1166396141052246, 0.9966753125190735, 0.029076192528009415, 1.5218591690063477], [-0.7833825349807739, 0.6408165693283081, 0.42887818813323975, 0.9695925116539001, 0.42813894152641296], [2.483424663543701, -0.16556808352470398, 0.26662948727607727, 1.1698368787765503, 1.2465388774871826]]"
"[[1.615763783454895, -0.11258214712142944, -0.3173898756504059, -0.3901962637901306, -1.8365888595581055], [1.8530194759368896, -0.6207387447357178, -0.46684399247169495, -0.49880847334861755, -2.0863916873931885], [0.32657694816589355, 1.1023322343826294, 0.999526858329773, 0.054900966584682465, 1.5246367454528809], [-0.7352134585380554, 0.6054521203041077, 0.4707174599170685, 0.9479357004165649, 0.47623899579048157], [2.5145418643951416, -0.19646474719047546, 0.23865549266338348, 1.1477464437484741, 1.216059684753418]]"
"[[1.6394481658935547, -0.13291168212890625, -0.34053948521614075, -0.4156566858291626, -1.8520475625991821], [1.8667439222335815, -0.6342105865478516, -0.48052772879600525, -0.5131029486656189, -2.0977227687835693], [0.3434968888759613, 1.0891519784927368, 0.9902722835540771, 0.07174603641033173, 1.5420124530792236], [-0.6942201852798462, 0.5975135564804077, 0.49192145466804504, 0.9246712923049927, 0.5175997018814087], [2.538579225540161, -0.21786102652549744, 0.21439963579177856, 1.1163983345031738, 1.205186128616333]]"
